PhraseId	SentenceId	Phrase	Sentiment
45929	2234	The Porky 's Revenge :	2
45930	2234	The Porky 's Revenge	2
45931	2234	The Porky 's	2
45932	2234	Porky 's	2
45933	2234	Porky	2
45934	2234	Ultimate Edition	2
45935	2235	None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?	3
45936	2235	None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that	2
45937	2235	None of this is meaningful or memorable , but frosting is n't , either , and	1
45938	2235	None of this is meaningful or memorable , but frosting is n't , either ,	1
45939	2235	None of this is meaningful or memorable , but frosting is n't , either	1
45940	2235	None of this is meaningful or memorable , but	1
45941	2235	None of this is meaningful or memorable ,	0
45942	2235	None of this is meaningful or memorable	1
45943	2235	is meaningful or memorable	3
45944	2235	meaningful or memorable	2
45945	2235	meaningful or	2
45946	2235	frosting is n't , either	2
45947	2235	frosting	3
45948	2235	is n't , either	2
45949	2235	is n't ,	2
45950	2235	you would n't turn down a big bowl of that	4
45951	2235	would n't turn down a big bowl of that	4
45952	2235	turn down a big bowl of that	1
45953	2235	turn down	1
45954	2235	a big bowl of that	2
45955	2235	a big bowl	2
45956	2235	big bowl	2
45957	2235	bowl	2
45958	2235	, would you ?	2
45959	2235	would you ?	2
45960	2236	Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .	3
45961	2236	Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy	4
45962	2236	Bogdanovich puts history in perspective and ,	2
45963	2236	Bogdanovich puts history in perspective and	2
45964	2236	Bogdanovich puts history in perspective	3
45965	2236	puts history in perspective	3
45966	2236	history in perspective	3
45967	2236	in perspective	2
45968	2236	via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy	3
45969	2236	via Kirsten Dunst 's remarkable performance	4
45970	2236	via	2
45971	2236	Kirsten Dunst 's remarkable performance	3
45972	2236	Kirsten Dunst 's	2
45973	2236	Kirsten	2
45974	2236	Dunst 's	2
45975	2236	Dunst	2
45976	2236	remarkable performance	4
45977	2236	, he showcases Davies as a young woman of great charm , generosity and diplomacy	4
45978	2236	he showcases Davies as a young woman of great charm , generosity and diplomacy	3
45979	2236	showcases Davies as a young woman of great charm , generosity and diplomacy	4
45980	2236	Davies as a young woman of great charm , generosity and diplomacy	3
45981	2236	Davies	2
45982	2236	as a young woman of great charm , generosity and diplomacy	3
45983	2236	a young woman of great charm , generosity and diplomacy	4
45984	2236	a young woman	2
45985	2236	young woman	2
45986	2236	of great charm , generosity and diplomacy	3
45987	2236	great charm , generosity and diplomacy	3
45988	2236	charm , generosity and diplomacy	3
45989	2236	, generosity and diplomacy	3
45990	2236	generosity and diplomacy	3
45991	2236	generosity and	2
45992	2236	generosity	3
45993	2236	diplomacy	2
45994	2237	In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .	1
45995	2237	In its chicken heart	1
45996	2237	its chicken heart	1
45997	2237	chicken heart	2
45998	2237	, Crush goes to absurd lengths to duck the very issues it raises .	1
45999	2237	Crush goes to absurd lengths to duck the very issues it raises .	2
46000	2237	goes to absurd lengths to duck the very issues it raises .	0
46001	2237	goes to absurd lengths to duck the very issues it raises	0
46002	2237	goes to absurd lengths	1
46003	2237	to absurd lengths	0
46004	2237	absurd lengths	0
46005	2237	absurd	1
46006	2237	lengths	2
46007	2237	to duck the very issues it raises	1
46008	2237	duck the very issues it raises	1
46009	2237	duck	2
46010	2237	the very issues it raises	2
46011	2237	the very issues	2
46012	2237	very issues	2
46013	2237	it raises	2
46014	2238	I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .	2
46015	2238	I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks	0
46016	2238	I 'm all for the mentally challenged getting their fair shot in the movie business , but	2
46017	2238	I 'm all for the mentally challenged getting their fair shot in the movie business ,	1
46018	2238	I 'm all for the mentally challenged getting their fair shot in the movie business	3
46019	2238	'm all for the mentally challenged getting their fair shot in the movie business	1
46020	2238	'm all for the mentally	2
46021	2238	all for the mentally	2
46022	2238	for the mentally	2
46023	2238	the mentally	2
46024	2238	mentally	2
46025	2238	challenged getting their fair shot in the movie business	2
46026	2238	challenged	2
46027	2238	getting their fair shot in the movie business	3
46028	2238	getting their fair shot	3
46029	2238	their fair shot	2
46030	2238	fair shot	2
46031	2238	in the movie business	2
46032	2238	the movie business	2
46033	2238	surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks	0
46034	2238	it does n't have to be as a collection of keening and self-mutilating sideshow geeks	1
46035	2238	does n't have to be as a collection of keening and self-mutilating sideshow geeks	1
46036	2238	have to be as a collection of keening and self-mutilating sideshow geeks	1
46037	2238	to be as a collection of keening and self-mutilating sideshow geeks	1
46038	2238	be as a collection of keening and self-mutilating sideshow geeks	1
46039	2238	as a collection of keening and self-mutilating sideshow geeks	0
46040	2238	a collection of keening and self-mutilating sideshow geeks	2
46041	2238	of keening and self-mutilating sideshow geeks	2
46042	2238	keening and self-mutilating sideshow geeks	0
46043	2238	keening	2
46044	2238	and self-mutilating sideshow geeks	2
46045	2238	self-mutilating sideshow geeks	0
46046	2238	self-mutilating	1
46047	2238	sideshow geeks	2
46048	2238	sideshow	1
46049	2238	geeks	2
46050	2239	Worth seeing once , but its charm quickly fades .	2
46051	2239	Worth seeing once , but its charm quickly fades	2
46052	2239	Worth seeing once , but	2
46053	2239	Worth seeing once ,	3
46054	2239	Worth seeing once	3
46055	2239	seeing once	2
46056	2239	its charm quickly fades	1
46057	2239	its charm	3
46058	2239	quickly fades	1
46059	2239	fades	1
46060	2240	If The Man from Elysian Fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
46061	2240	If The Man from Elysian Fields is doomed by its smallness	3
46062	2240	The Man from Elysian Fields is doomed by its smallness	1
46063	2240	The Man from Elysian Fields	2
46064	2240	from Elysian Fields	2
46065	2240	Elysian Fields	2
46066	2240	Elysian	2
46067	2240	Fields	2
46068	2240	is doomed by its smallness	0
46069	2240	doomed by its smallness	1
46070	2240	doomed	0
46071	2240	by its smallness	1
46072	2240	its smallness	3
46073	2240	smallness	1
46074	2240	, it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
46075	2240	it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
46076	2240	is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
46077	2240	is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out	3
46078	2240	is also elevated by it -- the kind of movie	3
46079	2240	elevated by it -- the kind of movie	3
46080	2240	elevated	2
46081	2240	by it -- the kind of movie	3
46082	2240	it -- the kind of movie	2
46083	2240	it --	3
46084	2240	that you enjoy more because you 're one of the lucky few who sought it out	3
46085	2240	you enjoy more because you 're one of the lucky few who sought it out	3
46086	2240	enjoy more because you 're one of the lucky few who sought it out	3
46087	2240	more because you 're one of the lucky few who sought it out	3
46088	2240	because you 're one of the lucky few who sought it out	3
46089	2240	you 're one of the lucky few who sought it out	2
46090	2240	're one of the lucky few who sought it out	2
46091	2240	one of the lucky few who sought it out	3
46092	2240	one of the lucky few	2
46093	2240	of the lucky few	2
46094	2240	the lucky few	2
46095	2240	lucky few	2
46096	2240	who sought it out	2
46097	2240	sought it out	2
46098	2240	sought it	2
46099	2240	sought	2
46100	2241	There 's nothing interesting in Unfaithful whatsoever .	0
46101	2241	's nothing interesting in Unfaithful whatsoever .	0
46102	2241	's nothing interesting in Unfaithful whatsoever	0
46103	2241	's nothing interesting in Unfaithful	1
46104	2241	nothing interesting in Unfaithful	1
46105	2241	interesting in Unfaithful	3
46106	2241	in Unfaithful	2
46107	2241	Unfaithful	2
46108	2241	whatsoever	2
46109	2242	There 's already been too many of these films ...	0
46110	2242	's already been too many of these films ...	1
46111	2242	's already been too many of these films	2
46112	2242	's already	2
46113	2242	been too many of these films	1
46114	2242	been too many	2
46115	2242	of these films	2
46116	2242	these films	2
46117	2243	Almost peerlessly unsettling .	1
46118	2243	Almost peerlessly	2
46119	2243	peerlessly	3
46120	2243	unsettling .	2
46121	2244	Maybe he was reading the minds of the audience .	3
46122	2244	he was reading the minds of the audience .	3
46123	2244	was reading the minds of the audience .	3
46124	2244	was reading the minds of the audience	3
46125	2244	reading the minds of the audience	2
46126	2244	the minds of the audience	2
46127	2244	the minds	2
46128	2244	minds	2
46129	2244	of the audience	2
46130	2245	A sly female empowerment movie , although not in a way anyone would expect .	3
46131	2245	A sly female empowerment movie , although not in a way anyone	2
46132	2245	A sly female empowerment movie ,	3
46133	2245	A sly female empowerment movie	3
46134	2245	sly female empowerment movie	3
46135	2245	female empowerment movie	2
46136	2245	empowerment movie	3
46137	2245	although not in a way anyone	2
46138	2245	not in a way anyone	2
46139	2245	in a way anyone	2
46140	2245	a way anyone	2
46141	2245	way anyone	2
46142	2245	would expect .	2
46143	2245	would expect	2
46144	2246	Go for La Salle 's performance , and make do as best you can with a stuttering script .	2
46145	2246	Go for La Salle 's performance , and make	2
46146	2246	Go for La Salle 's performance , and	3
46147	2246	Go for La Salle 's performance ,	3
46148	2246	Go for La Salle 's performance	2
46149	2246	for La Salle 's performance	2
46150	2246	La Salle 's performance	3
46151	2246	La Salle 's	2
46152	2246	La	2
46153	2246	Salle 's	2
46154	2246	Salle	2
46155	2246	do as best you can with a stuttering script .	1
46156	2246	do as best you can with a stuttering script	1
46157	2246	as best you can with a stuttering script	1
46158	2246	best you can with a stuttering script	1
46159	2246	you can with a stuttering script	1
46160	2246	can with a stuttering script	1
46161	2246	with a stuttering script	0
46162	2246	a stuttering script	1
46163	2246	stuttering script	2
46164	2246	stuttering	2
46165	2247	... The movie feels stitched together from stock situations and characters from other movies .	1
46166	2247	The movie feels stitched together from stock situations and characters from other movies .	1
46167	2247	feels stitched together from stock situations and characters from other movies .	1
46168	2247	feels stitched together from stock situations and characters from other movies	0
46169	2247	stitched together from stock situations and characters from other movies	1
46170	2247	stitched together from stock situations and characters	1
46171	2247	stitched together	2
46172	2247	stitched	2
46173	2247	from stock situations and characters	2
46174	2247	stock situations and characters	1
46175	2247	situations and characters	2
46176	2247	situations and	2
46177	2247	from other movies	2
46178	2248	It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?	2
46179	2248	It remains to be seen whether Statham can move beyond the crime-land action genre , but then again	2
46180	2248	remains to be seen whether Statham can move beyond the crime-land action genre , but then again	1
46181	2248	to be seen whether Statham can move beyond the crime-land action genre , but then again	2
46182	2248	be seen whether Statham can move beyond the crime-land action genre , but then again	2
46183	2248	seen whether Statham can move beyond the crime-land action genre , but then again	2
46184	2248	seen whether Statham can move beyond the crime-land action genre , but then	2
46185	2248	seen whether Statham can move beyond the crime-land action genre , but	2
46186	2248	seen whether Statham can move beyond the crime-land action genre ,	2
46187	2248	seen whether Statham can move beyond the crime-land action genre	3
46188	2248	whether Statham can move beyond the crime-land action genre	2
46189	2248	Statham can move beyond the crime-land action genre	2
46190	2248	can move beyond the crime-land action genre	3
46191	2248	move beyond the crime-land action genre	4
46192	2248	beyond the crime-land action genre	3
46193	2248	the crime-land action genre	2
46194	2248	crime-land action genre	2
46195	2248	crime-land	2
46196	2248	action genre	2
46197	2248	, who says he has to ?	2
46198	2248	who says he has to ?	2
46199	2248	says he has to ?	1
46200	2248	says he has to	2
46201	2248	he has to	2
46202	2248	has to	2
46203	2249	Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .	4
46204	2249	Though in some ways similar to Catherine Breillat 's Fat Girl	2
46205	2249	in some ways similar to Catherine Breillat 's Fat Girl	2
46206	2249	some ways similar to Catherine Breillat 's Fat Girl	2
46207	2249	similar to Catherine Breillat 's Fat Girl	2
46208	2249	to Catherine Breillat 's Fat Girl	2
46209	2249	Catherine Breillat 's Fat Girl	2
46210	2249	Catherine Breillat 's	2
46211	2249	Catherine	2
46212	2249	Breillat 's	2
46213	2249	Breillat	2
46214	2249	Fat Girl	2
46215	2249	, Rain is the far superior film .	3
46216	2249	Rain is the far superior film .	2
46217	2249	Rain	2
46218	2249	is the far superior film .	4
46219	2249	is the far superior film	4
46220	2249	the far superior film	3
46221	2249	far superior film	3
46222	2249	far superior	4
46223	2250	It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .	0
46224	2250	shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .	0
46225	2250	shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action	1
46226	2250	that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action	2
46227	2250	some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action	2
46228	2250	some studios	2
46229	2250	studios	2
46230	2250	firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action	0
46231	2250	firmly	3
46232	2250	believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action	1
46233	2250	believe that people have lost the ability to think and	1
46234	2250	believe that people have lost the ability to think	1
46235	2250	that people have lost the ability to think	2
46236	2250	people have lost the ability to think	1
46237	2250	have lost the ability to think	1
46238	2250	lost the ability to think	1
46239	2250	the ability to think	2
46240	2250	ability to think	3
46241	2250	will forgive any shoddy product as long as there 's a little girl-on-girl action	1
46242	2250	forgive any shoddy product as long as there 's a little girl-on-girl action	3
46243	2250	forgive any shoddy product	2
46244	2250	any shoddy product	1
46245	2250	shoddy product	0
46246	2250	shoddy	0
46247	2250	as long as there 's a little girl-on-girl action	2
46248	2250	as there 's a little girl-on-girl action	2
46249	2250	there 's a little girl-on-girl action	2
46250	2250	's a little girl-on-girl action	2
46251	2250	a little girl-on-girl action	2
46252	2250	little girl-on-girl action	2
46253	2250	girl-on-girl action	2
46254	2250	girl-on-girl	2
46255	2251	Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .	1
46256	2251	Potty-mouthed enough for PG-13	2
46257	2251	Potty-mouthed enough	1
46258	2251	Potty-mouthed	1
46259	2251	for PG-13	2
46260	2251	, yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .	1
46261	2251	yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .	0
46262	2251	yet not as hilariously raunchy as South Park	2
46263	2251	not as hilariously raunchy as South Park	2
46264	2251	as hilariously raunchy as South Park	4
46265	2251	hilariously raunchy as South Park	3
46266	2251	hilariously	3
46267	2251	raunchy as South Park	1
46268	2251	as South Park	1
46269	2251	South Park	3
46270	2251	Park	2
46271	2251	, this strangely schizo cartoon seems suited neither to kids or adults .	0
46272	2251	this strangely schizo cartoon seems suited neither to kids or adults .	0
46273	2251	this strangely schizo cartoon	1
46274	2251	strangely schizo cartoon	1
46275	2251	schizo cartoon	1
46276	2251	schizo	1
46277	2251	seems suited neither to kids or adults .	1
46278	2251	seems suited neither to kids or adults	0
46279	2251	suited neither to kids or adults	1
46280	2251	suited neither	1
46281	2251	to kids or adults	2
46282	2251	kids or adults	2
46283	2252	A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .	2
46284	2252	A poorly scripted , preachy fable	1
46285	2252	poorly scripted , preachy fable	0
46286	2252	poorly scripted ,	0
46287	2252	poorly scripted	1
46288	2252	scripted	1
46289	2252	preachy fable	1
46290	2252	that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .	2
46291	2252	that forgets about unfolding a coherent , believable story in its zeal to spread propaganda	1
46292	2252	forgets about unfolding a coherent , believable story in its zeal to spread propaganda	1
46293	2252	forgets	1
46294	2252	about unfolding a coherent , believable story in its zeal to spread propaganda	2
46295	2252	unfolding a coherent , believable story in its zeal to spread propaganda	2
46296	2252	unfolding a coherent , believable story	2
46297	2252	a coherent , believable story	3
46298	2252	coherent , believable story	3
46299	2252	coherent	3
46300	2252	, believable story	2
46301	2252	believable story	3
46302	2252	in its zeal to spread propaganda	2
46303	2252	its zeal to spread propaganda	1
46304	2252	zeal to spread propaganda	1
46305	2252	to spread propaganda	1
46306	2252	spread propaganda	1
46307	2252	spread	2
46308	2253	-LRB- A -RRB- rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .	2
46309	2253	-LRB- A -RRB- rare movie that makes us	3
46310	2253	-LRB- A -RRB- rare movie	3
46311	2253	rare movie	3
46312	2253	that makes us	2
46313	2253	makes us	2
46314	2253	re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .	2
46315	2253	re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity	3
46316	2253	re-assess the basis for our lives and	2
46317	2253	re-assess the basis for our lives	2
46318	2253	re-assess	2
46319	2253	the basis for our lives	2
46320	2253	for our lives	2
46321	2253	evaluate what is truly ours in a world of meaningless activity	3
46322	2253	evaluate	2
46323	2253	what is truly ours in a world of meaningless activity	2
46324	2253	is truly ours in a world of meaningless activity	2
46325	2253	truly ours in a world of meaningless activity	2
46326	2253	ours in a world of meaningless activity	2
46327	2253	ours	2
46328	2253	in a world of meaningless activity	1
46329	2253	a world of meaningless activity	1
46330	2253	of meaningless activity	2
46331	2253	meaningless activity	2
46332	2253	meaningless	0
46333	2253	activity	2
46334	2254	If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .	3
46335	2254	If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off	1
46336	2254	a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off	2
46337	2254	a big musical number like ` Praise the Lord , He 's the God of Second Chances '	3
46338	2254	a big musical number	2
46339	2254	big musical number	2
46340	2254	musical number	3
46341	2254	like ` Praise the Lord , He 's the God of Second Chances '	3
46342	2254	like ` Praise the Lord	3
46343	2254	` Praise the Lord	3
46344	2254	Praise the Lord	2
46345	2254	the Lord	3
46346	2254	, He 's the God of Second Chances '	2
46347	2254	He 's the God of Second Chances '	3
46348	2254	's the God of Second Chances '	2
46349	2254	the God of Second Chances '	2
46350	2254	the God	2
46351	2254	of Second Chances '	2
46352	2254	Second Chances '	2
46353	2254	Chances '	2
46354	2254	does n't put you off	3
46355	2254	put you off	1
46356	2254	put you	2
46357	2254	, this will be an enjoyable choice for younger kids .	4
46358	2254	this will be an enjoyable choice for younger kids .	4
46359	2254	will be an enjoyable choice for younger kids .	3
46360	2254	will be an enjoyable choice for younger kids	3
46361	2254	be an enjoyable choice for younger kids	4
46362	2254	an enjoyable choice for younger kids	3
46363	2254	an enjoyable choice	4
46364	2254	enjoyable choice	4
46365	2254	for younger kids	2
46366	2254	younger kids	2
46367	2255	As a director , Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	4
46368	2255	, Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	4
46369	2255	Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	4
46370	2255	is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	4
46371	2255	is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip	3
46372	2255	is surprisingly brilliant ,	3
46373	2255	is surprisingly brilliant	4
46374	2255	surprisingly brilliant	4
46375	2255	deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip	3
46376	2255	sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip	4
46377	2255	sewing together	2
46378	2255	sewing	2
46379	2255	what could have been a confusing and horrifying vision into an intense and engrossing head-trip	3
46380	2255	could have been a confusing and horrifying vision into an intense and engrossing head-trip	1
46381	2255	have been a confusing and horrifying vision into an intense and engrossing head-trip	2
46382	2255	been a confusing and horrifying vision into an intense and engrossing head-trip	3
46383	2255	been a confusing and horrifying vision	1
46384	2255	a confusing and horrifying vision	2
46385	2255	confusing and horrifying vision	0
46386	2255	confusing and horrifying	1
46387	2255	confusing and	2
46388	2255	into an intense and engrossing head-trip	3
46389	2255	an intense and engrossing head-trip	3
46390	2255	intense and engrossing head-trip	4
46391	2255	intense and engrossing	3
46392	2255	head-trip	2
46393	2256	But Toback 's deranged immediacy makes it seem fresh again .	3
46394	2256	Toback 's deranged immediacy makes it seem fresh again .	4
46395	2256	Toback 's deranged immediacy	2
46396	2256	deranged immediacy	3
46397	2256	deranged	2
46398	2256	immediacy	2
46399	2256	makes it seem fresh again .	3
46400	2256	makes it seem fresh again	2
46401	2256	it seem fresh again	4
46402	2256	seem fresh again	3
46403	2256	seem fresh	3
46404	2257	Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .	4
46405	2257	Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe	4
46406	2257	Stanley Kwan has directed not only one of the best gay love stories ever made , but	4
46407	2257	Stanley Kwan has directed not only one of the best gay love stories ever made ,	4
46408	2257	Stanley Kwan has directed not only one of the best gay love stories ever made	4
46409	2257	Stanley Kwan	2
46410	2257	Stanley	2
46411	2257	has directed not only one of the best gay love stories ever made	3
46412	2257	directed not only one of the best gay love stories ever made	4
46413	2257	not only one of the best gay love stories ever made	2
46414	2257	only one of the best gay love stories ever made	4
46415	2257	one of the best gay love stories ever made	4
46416	2257	one of the best gay love stories	4
46417	2257	of the best gay love stories	4
46418	2257	the best gay love stories	2
46419	2257	best gay love stories	3
46420	2257	gay love stories	3
46421	2257	one of the best love stories of any stripe	3
46422	2257	one of the best	4
46423	2257	of the best	3
46424	2257	love stories of any stripe	2
46425	2257	stories of any stripe	2
46426	2257	of any stripe	2
46427	2257	any stripe	2
46428	2257	stripe	2
46429	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .	2
46430	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings	1
46431	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but	3
46432	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes ,	1
46433	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes	2
46434	2258	's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes	2
46435	2258	a neat twist , subtly rendered , that could have wrapped things up at 80 minutes	3
46436	2258	a neat twist , subtly rendered ,	3
46437	2258	a neat twist , subtly rendered	3
46438	2258	a neat twist ,	3
46439	2258	a neat twist	3
46440	2258	neat twist	3
46441	2258	subtly rendered	3
46442	2258	that could have wrapped things up at 80 minutes	1
46443	2258	could have wrapped things up at 80 minutes	1
46444	2258	have wrapped things up at 80 minutes	2
46445	2258	wrapped things up at 80 minutes	2
46446	2258	wrapped things up	2
46447	2258	wrapped things	2
46448	2258	at 80 minutes	2
46449	2258	80 minutes	2
46450	2258	80	2
46451	2258	Kang tacks on three or four more endings	1
46452	2258	Kang	2
46453	2258	tacks on three or four more endings	1
46454	2258	tacks	2
46455	2258	on three or four more endings	2
46456	2258	three or four more endings	2
46457	2258	three or four more	2
46458	2258	three or four	2
46459	2258	three or	2
46460	2259	Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .	0
46461	2259	Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating	0
46462	2259	Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ...	0
46463	2259	Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess	0
46464	2259	Godard 's ode to tackling life 's wonderment	3
46465	2259	ode to tackling life 's wonderment	3
46466	2259	to tackling life 's wonderment	2
46467	2259	tackling life 's wonderment	2
46468	2259	life 's wonderment	3
46469	2259	wonderment	2
46470	2259	is a rambling and incoherent manifesto about the vagueness of topical excess	0
46471	2259	a rambling and incoherent manifesto about the vagueness of topical excess	0
46472	2259	a rambling and incoherent manifesto	0
46473	2259	rambling and incoherent manifesto	0
46474	2259	rambling and incoherent	1
46475	2259	rambling and	2
46476	2259	about the vagueness of topical excess	2
46477	2259	the vagueness of topical excess	1
46478	2259	the vagueness	1
46479	2259	vagueness	2
46480	2259	of topical excess	2
46481	2259	topical excess	2
46482	2259	topical	2
46483	2259	In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating	0
46484	2259	Praise of Love	2
46485	2259	remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating	0
46486	2259	a ponderous and pretentious endeavor that 's unfocused and tediously exasperating	0
46487	2259	a ponderous and pretentious endeavor	1
46488	2259	ponderous and pretentious endeavor	1
46489	2259	and pretentious endeavor	1
46490	2259	pretentious endeavor	1
46491	2259	that 's unfocused and tediously exasperating	1
46492	2259	's unfocused and tediously exasperating	0
46493	2259	unfocused and tediously exasperating	1
46494	2259	unfocused and	1
46495	2259	tediously exasperating	0
46496	2259	exasperating	1
46497	2260	Amazingly dopey .	3
46498	2260	Amazingly dopey	1
46499	2261	It 's hard to imagine that even very small children will be impressed by this tired retread .	0
46500	2261	's hard to imagine that even very small children will be impressed by this tired retread .	0
46501	2261	's hard to imagine that even very small children will be impressed by this tired retread	1
46502	2261	hard to imagine that even very small children will be impressed by this tired retread	0
46503	2261	to imagine that even very small children will be impressed by this tired retread	0
46504	2261	imagine that even very small children will be impressed by this tired retread	1
46505	2261	that even very small children will be impressed by this tired retread	2
46506	2261	even very small children will be impressed by this tired retread	3
46507	2261	even very small children	2
46508	2261	will be impressed by this tired retread	3
46509	2261	be impressed by this tired retread	1
46510	2261	impressed by this tired retread	2
46511	2261	by this tired retread	1
46512	2261	this tired retread	1
46513	2261	tired retread	1
46514	2262	A beautifully shot but dull and ankle-deep ` epic . '	1
46515	2262	shot but dull and ankle-deep ` epic . '	1
46516	2262	shot but dull and ankle-deep ` epic .	1
46517	2262	shot but dull and ankle-deep ` epic	2
46518	2262	but dull and ankle-deep ` epic	1
46519	2262	but dull and ankle-deep	1
46520	2262	dull and ankle-deep	1
46521	2262	dull and	1
46522	2262	ankle-deep	2
46523	2262	` epic	4
46524	2263	The performances of the four main actresses bring their characters to life .	3
46525	2263	The performances of the four main actresses	2
46526	2263	of the four main actresses	2
46527	2263	the four main actresses	2
46528	2263	four main actresses	2
46529	2263	main actresses	2
46530	2263	bring their characters to life .	3
46531	2263	bring their characters to life	3
46532	2263	bring their characters	2
46533	2263	their characters	2
46534	2264	The emotional overload of female angst irreparably drags the film down .	0
46535	2264	The emotional overload of female angst	2
46536	2264	The emotional overload	2
46537	2264	emotional overload	2
46538	2264	overload	2
46539	2264	of female angst	2
46540	2264	female angst	2
46541	2264	irreparably drags the film down .	1
46542	2264	irreparably	1
46543	2264	drags the film down .	1
46544	2264	drags the film down	1
46545	2264	drags the film	1
46546	2265	Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .	3
46547	2265	, like its subjects , delivers the goods and audiences will have a fun , no-frills ride .	4
46548	2265	like its subjects , delivers the goods and audiences will have a fun , no-frills ride .	3
46549	2265	like its subjects	2
46550	2265	, delivers the goods and audiences will have a fun , no-frills ride .	3
46551	2265	delivers the goods and audiences will have a fun , no-frills ride .	3
46552	2265	delivers the goods and audiences will have a fun , no-frills ride	4
