,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,guess,guess-sentiment
3520,"The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",5276,3,121,"['the', 'film', 'may', 'not', 'hit', 'hard', 'some', 'the', 'better', 'drugrelated', 'pictures', 'but', 'still', 'manages', 'get', 'few', 'punches']","Counter({'the': 2, 'drugrelated': 1, 'punches': 1, 'hit': 1, 'get': 1, 'may': 1, 'pictures': 1, 'hard': 1, 'some': 1, 'but': 1, 'better': 1, 'few': 1, 'manages': 1, 'not': 1, 'still': 1, 'film': 1})",16,3.0,0.0
3521,Old-fashioned but thoroughly satisfying entertainment .,7483,4,55,"['oldfashioned', 'but', 'thoroughly', 'satisfying', 'entertainment']","Counter({'thoroughly': 1, 'satisfying': 1, 'but': 1, 'oldfashioned': 1, 'entertainment': 1})",5,4.0,0.0
3522,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",448,3,110,"['what', 'eric', 'schaeffer', 'has', 'accomplished', 'with', 'never', 'again', 'may', 'not', 'strictly', 'speaking', 'qualify', 'revolutionary']","Counter({'revolutionary': 1, 'again': 1, 'what': 1, 'schaeffer': 1, 'may': 1, 'strictly': 1, 'never': 1, 'qualify': 1, 'accomplished': 1, 'not': 1, 'has': 1, 'with': 1, 'eric': 1, 'speaking': 1})",14,3.0,0.0
3523,Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .,2134,3,169,"['criminal', 'conspiracies', 'and', 'true', 'romances', 'move', 'easily', 'across', 'racial', 'and', 'cultural', 'lines', 'the', 'film', 'that', 'makes', 'big', 'fat', 'greek', 'wedding', 'look', 'like', 'apartheid', 'drama']","Counter({'and': 2, 'move': 1, 'racial': 1, 'film': 1, 'romances': 1, 'criminal': 1, 'across': 1, 'conspiracies': 1, 'that': 1, 'big': 1, 'fat': 1, 'cultural': 1, 'wedding': 1, 'true': 1, 'look': 1, 'easily': 1, 'like': 1, 'apartheid': 1, 'lines': 1, 'drama': 1, 'greek': 1, 'the': 1, 'makes': 1})",23,4.0,1.0
3524,"A big , loud , bang-the-drum bore .",4052,3,35,"['big', 'loud', 'bangthedrum', 'bore']","Counter({'bangthedrum': 1, 'big': 1, 'bore': 1, 'loud': 1})",4,2.0,-1.0
3525,"-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .",7901,4,268,"['lrb', 'clooney', 'rrb', 'debut', 'can', 'accused', 'being', 'bit', 'undisciplined', 'but', 'has', 'tremendous', 'offbeat', 'sense', 'style', 'and', 'humor', 'that', 'suggests', 'was', 'influenced', 'some', 'the', 'filmmakers', 'who', 'have', 'directed', 'him', 'especially', 'the', 'coen', 'brothers', 'and', 'steven', 'soderbergh']","Counter({'and': 2, 'the': 2, 'soderbergh': 1, 'being': 1, 'steven': 1, 'some': 1, 'rrb': 1, 'accused': 1, 'have': 1, 'sense': 1, 'undisciplined': 1, 'influenced': 1, 'style': 1, 'humor': 1, 'tremendous': 1, 'filmmakers': 1, 'him': 1, 'has': 1, 'was': 1, 'lrb': 1, 'brothers': 1, 'that': 1, 'who': 1, 'but': 1, 'coen': 1, 'bit': 1, 'directed': 1, 'especially': 1, 'debut': 1, 'offbeat': 1, 'suggests': 1, 'can': 1, 'clooney': 1})",33,4.0,0.0
3526,Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,7278,4,117,"['ong', 'promising', 'debut', 'warm', 'and', 'welltold', 'tale', 'one', 'recent', 'chinese', 'immigrant', 'experiences', 'new', 'york', 'city']","Counter({'and': 1, 'city': 1, 'welltold': 1, 'chinese': 1, 'debut': 1, 'ong': 1, 'one': 1, 'tale': 1, 'warm': 1, 'experiences': 1, 'york': 1, 'promising': 1, 'new': 1, 'immigrant': 1, 'recent': 1})",15,4.0,0.0
3527,Taken outside the context of the current political climate -LRB- see : terrorists are more evil than ever ! -RRB-,2776,3,113,"['taken', 'outside', 'the', 'context', 'the', 'current', 'political', 'climate', 'lrb', 'see', 'terrorists', 'are', 'more', 'evil', 'than', 'ever', '!', 'rrb']","Counter({'the': 2, '!': 1, 'climate': 1, 'lrb': 1, 'terrorists': 1, 'political': 1, 'see': 1, 'evil': 1, 'rrb': 1, 'current': 1, 'outside': 1, 'are': 1, 'context': 1, 'taken': 1, 'ever': 1, 'than': 1, 'more': 1})",17,4.0,1.0
3528,"Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?",5975,3,90,"['did', 'one', 'the', 'set', 'have', 'sense', 'humor', 'did', 'they', 'not', 'have', 'the', 'nerve', 'speak', '?']","Counter({'did': 2, 'have': 2, 'the': 2, 'nerve': 1, 'set': 1, 'humor': 1, 'they': 1, 'one': 1, 'sense': 1, 'not': 1, '?': 1, 'speak': 1})",12,3.0,0.0
3529,"an appalling ` Ace Ventura ' rip-off that somehow manages to bring together Kevin Pollak , former wrestler Chyna and Dolly Parton .",4157,3,131,"['appalling', 'ace', 'ventura', 'ripoff', 'that', 'somehow', 'manages', 'bring', 'together', 'kevin', 'pollak', 'former', 'wrestler', 'chyna', 'and', 'dolly', 'parton']","Counter({'and': 1, 'chyna': 1, 'parton': 1, 'ace': 1, 'that': 1, 'somehow': 1, 'together': 1, 'appalling': 1, 'bring': 1, 'ventura': 1, 'manages': 1, 'dolly': 1, 'wrestler': 1, 'pollak': 1, 'ripoff': 1, 'former': 1, 'kevin': 1})",17,2.0,-1.0
3530,"If The Full Monty was a freshman fluke , Lucky Break is -LRB- Cattaneo -RRB- sophomore slump .",3420,3,94,"['the', 'full', 'monty', 'was', 'freshman', 'fluke', 'lucky', 'break', 'lrb', 'cattaneo', 'rrb', 'sophomore', 'slump']","Counter({'full': 1, 'sophomore': 1, 'slump': 1, 'lucky': 1, 'rrb': 1, 'break': 1, 'cattaneo': 1, 'fluke': 1, 'lrb': 1, 'freshman': 1, 'the': 1, 'was': 1, 'monty': 1})",13,3.0,0.0
3531,"To the filmmakers , Ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit .",301,3,235,"['the', 'filmmakers', 'ivan', 'prince', 'fellow', 'but', 'comes', 'across', 'shallow', 'and', 'glib', 'though', 'not', 'meanspirited', 'and', 'there', 'indication', 'that', 'been', 'responsible', 'for', 'putting', 'together', 'any', 'movies', 'particular', 'value', 'merit']","Counter({'and': 2, 'filmmakers': 1, 'merit': 1, 'fellow': 1, 'meanspirited': 1, 'value': 1, 'prince': 1, 'for': 1, 'there': 1, 'responsible': 1, 'been': 1, 'any': 1, 'that': 1, 'across': 1, 'glib': 1, 'though': 1, 'shallow': 1, 'but': 1, 'putting': 1, 'particular': 1, 'not': 1, 'together': 1, 'movies': 1, 'indication': 1, 'ivan': 1, 'the': 1, 'comes': 1})",27,3.0,0.0
3532,How inept is Serving Sara ?,4007,2,27,"['how', 'inept', 'serving', 'sara', '?']","Counter({'serving': 1, 'how': 1, 'inept': 1, 'sara': 1, '?': 1})",5,2.0,0.0
3533,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",2620,4,128,"['fairytale', 'formula', 'serves', 'paper', 'skeleton', 'for', 'some', 'very', 'good', 'acting', 'dialogue', 'comedy', 'direction', 'and', 'especially', 'charm']","Counter({'and': 1, 'dialogue': 1, 'good': 1, 'skeleton': 1, 'for': 1, 'very': 1, 'fairytale': 1, 'some': 1, 'direction': 1, 'serves': 1, 'acting': 1, 'paper': 1, 'charm': 1, 'formula': 1, 'comedy': 1, 'especially': 1})",16,3.0,-1.0
3534,"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",6757,2,154,"['once', 'icet', 'sticks', 'his', 'mug', 'the', 'window', 'the', 'couple', 'bmw', 'and', 'begins', 'haranguing', 'the', 'wife', 'bad', 'stage', 'dialogue', 'all', 'credibility', 'flies', 'out', 'the', 'window']","Counter({'the': 4, 'window': 2, 'and': 1, 'begins': 1, 'haranguing': 1, 'his': 1, 'sticks': 1, 'wife': 1, 'credibility': 1, 'couple': 1, 'bad': 1, 'dialogue': 1, 'flies': 1, 'mug': 1, 'bmw': 1, 'all': 1, 'icet': 1, 'stage': 1, 'out': 1, 'once': 1})",20,3.0,1.0
3535,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .,2623,3,113,"['brosnan', 'more', 'feral', 'this', 'film', 'than', 'seen', 'him', 'before', 'and', 'halle', 'berry', 'does', 'her', 'best', 'keep', 'with', 'him']","Counter({'him': 2, 'and': 1, 'feral': 1, 'her': 1, 'this': 1, 'keep': 1, 'halle': 1, 'best': 1, 'does': 1, 'berry': 1, 'seen': 1, 'brosnan': 1, 'before': 1, 'with': 1, 'than': 1, 'film': 1, 'more': 1})",17,4.0,1.0
3536,"Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .",4660,3,130,"['wiseman', 'patient', 'and', 'uncompromising', 'letting', 'his', 'camera', 'observe', 'and', 'record', 'the', 'lives', 'women', 'torn', 'apart', 'legacy', 'abuse']","Counter({'and': 2, 'uncompromising': 1, 'his': 1, 'patient': 1, 'observe': 1, 'torn': 1, 'abuse': 1, 'record': 1, 'legacy': 1, 'camera': 1, 'lives': 1, 'letting': 1, 'the': 1, 'wiseman': 1, 'apart': 1, 'women': 1})",16,4.0,1.0
3537,"Although it tries to be much more , it 's really just another Major League .",3732,2,76,"['although', 'tries', 'much', 'more', 'really', 'just', 'another', 'major', 'league']","Counter({'league': 1, 'major': 1, 'another': 1, 'just': 1, 'tries': 1, 'much': 1, 'although': 1, 'more': 1, 'really': 1})",9,3.0,1.0
3538,The movie is a mess from start to finish .,7863,2,42,"['the', 'movie', 'mess', 'from', 'start', 'finish']","Counter({'finish': 1, 'from': 1, 'mess': 1, 'movie': 1, 'start': 1, 'the': 1})",6,3.0,1.0
3539,Some of the most inventive silliness you are likely to witness in a movie theatre for some time .,6089,4,97,"['some', 'the', 'most', 'inventive', 'silliness', 'you', 'are', 'likely', 'witness', 'movie', 'theatre', 'for', 'some', 'time']","Counter({'some': 2, 'inventive': 1, 'silliness': 1, 'theatre': 1, 'movie': 1, 'for': 1, 'most': 1, 'likely': 1, 'are': 1, 'time': 1, 'the': 1, 'you': 1, 'witness': 1})",13,4.0,0.0
3540,", is a temporal inquiry that shoulders its philosophical burden lightly .",1598,3,73,"['temporal', 'inquiry', 'that', 'shoulders', 'its', 'philosophical', 'burden', 'lightly']","Counter({'shoulders': 1, 'lightly': 1, 'that': 1, 'temporal': 1, 'philosophical': 1, 'inquiry': 1, 'burden': 1, 'its': 1})",8,3.0,0.0
3541,"One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",581,3,215,"['one', 'the', 'pleasures', 'walter', 'documentary', 'the', 'parade', 'veteran', 'painters', 'confounded', 'dealers', 'and', 'miscellaneous', 'bohos', 'who', 'expound', 'upon', 'the', 'subject', 'mysterious', 'personality', 'without', 'ever', 'explaining', 'him']","Counter({'the': 3, 'and': 1, 'parade': 1, 'one': 1, 'bohos': 1, 'subject': 1, 'confounded': 1, 'veteran': 1, 'painters': 1, 'mysterious': 1, 'ever': 1, 'personality': 1, 'explaining': 1, 'who': 1, 'upon': 1, 'miscellaneous': 1, 'him': 1, 'expound': 1, 'dealers': 1, 'pleasures': 1, 'without': 1, 'walter': 1, 'documentary': 1})",23,4.0,1.0
3542,... another example of how Sandler is losing his touch .,1669,2,56,"['another', 'example', 'how', 'sandler', 'losing', 'his', 'touch']","Counter({'his': 1, 'touch': 1, 'losing': 1, 'how': 1, 'another': 1, 'sandler': 1, 'example': 1})",7,3.0,1.0
3543,`` Extreme Ops '' exceeds expectations .,6961,4,40,"['extreme', 'ops', 'exceeds', 'expectations']","Counter({'exceeds': 1, 'ops': 1, 'expectations': 1, 'extreme': 1})",4,2.0,-2.0
3544,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .,1594,3,117,"['what', 'you', 'end', 'getting', 'the', 'vertical', 'limit', 'surfing', 'movies', 'memorable', 'stunts', 'with', 'lots', 'downtime', 'between']","Counter({'stunts': 1, 'what': 1, 'surfing': 1, 'end': 1, 'vertical': 1, 'getting': 1, 'lots': 1, 'between': 1, 'movies': 1, 'limit': 1, 'downtime': 1, 'memorable': 1, 'the': 1, 'with': 1, 'you': 1})",15,3.0,0.0
3545,"A mess , but it 's a sincere mess .",7421,2,35,"['mess', 'but', 'sincere', 'mess']","Counter({'mess': 2, 'sincere': 1, 'but': 1})",3,3.0,1.0
3546,The picture emerges as a surprisingly anemic disappointment .,5515,2,61,"['the', 'picture', 'emerges', 'surprisingly', 'anemic', 'disappointment']","Counter({'picture': 1, 'emerges': 1, 'surprisingly': 1, 'disappointment': 1, 'the': 1, 'anemic': 1})",6,2.0,0.0
3547,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,1862,4,124,"['that', 'probably', 'the', 'best', 'and', 'most', 'mature', 'comedy', 'the', '2002', 'summer', 'season', 'speaks', 'more', 'the', 'season', 'than', 'the', 'picture']","Counter({'the': 4, 'season': 2, 'and': 1, 'summer': 1, 'picture': 1, 'speaks': 1, 'that': 1, '2002': 1, 'most': 1, 'mature': 1, 'probably': 1, 'comedy': 1, 'than': 1, 'best': 1, 'more': 1})",15,3.0,-1.0
3548,"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",3703,4,190,"['boring', 'pretentious', 'muddle', 'that', 'uses', 'sensational', 'reallife', '19thcentury', 'crime', 'metaphor', 'for', 'well', 'not', 'exactly', 'sure', 'what', 'and', 'has', 'all', 'the', 'dramatic', 'weight', 'raindrop']","Counter({'and': 1, 'all': 1, 'weight': 1, 'reallife': 1, 'what': 1, 'metaphor': 1, 'for': 1, 'crime': 1, 'has': 1, 'sure': 1, 'that': 1, 'raindrop': 1, 'exactly': 1, 'muddle': 1, 'dramatic': 1, 'uses': 1, '19thcentury': 1, 'not': 1, 'sensational': 1, 'boring': 1, 'well': 1, 'pretentious': 1, 'the': 1})",23,3.0,-1.0
3549,"Scooby Doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",4674,4,124,"['scooby', 'doo', 'surely', 'everything', 'its', 'fans', 'are', 'hoping', 'will', 'and', 'that', 'sense', 'movie', 'that', 'deserves', 'recommendation']","Counter({'that': 2, 'and': 1, 'doo': 1, 'movie': 1, 'recommendation': 1, 'scooby': 1, 'will': 1, 'everything': 1, 'fans': 1, 'surely': 1, 'are': 1, 'sense': 1, 'deserves': 1, 'its': 1, 'hoping': 1})",15,4.0,0.0
3550,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .,2325,3,114,"['this', 'flat', 'run', 'hiphop', 'tootsie', 'poorly', 'paced', 'you', 'could', 'fit', 'all', 'pootie', 'tang', 'between', 'its', 'punchlines']","Counter({'flat': 1, 'all': 1, 'run': 1, 'fit': 1, 'this': 1, 'could': 1, 'tootsie': 1, 'pootie': 1, 'tang': 1, 'hiphop': 1, 'between': 1, 'you': 1, 'punchlines': 1, 'its': 1, 'paced': 1, 'poorly': 1})",16,3.0,0.0
3551,"What -LRB- Denis -RRB- accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .",3028,4,222,"['what', 'lrb', 'denis', 'rrb', 'accomplishes', 'his', 'chilling', 'unnerving', 'film', 'double', 'portrait', 'two', 'young', 'women', 'whose', 'lives', 'were', 'claustrophic', 'suffocating', 'and', 'chilly', 'the', 'attics', 'which', 'they', 'were', 'inevitably', 'consigned']","Counter({'were': 2, 'and': 1, 'suffocating': 1, 'claustrophic': 1, 'rrb': 1, 'two': 1, 'attics': 1, 'lrb': 1, 'denis': 1, 'portrait': 1, 'film': 1, 'unnerving': 1, 'whose': 1, 'what': 1, 'young': 1, 'which': 1, 'inevitably': 1, 'his': 1, 'consigned': 1, 'lives': 1, 'they': 1, 'women': 1, 'accomplishes': 1, 'double': 1, 'chilly': 1, 'the': 1, 'chilling': 1})",27,3.0,-1.0
3552,A well-put-together piece of urban satire .,4511,4,43,"['wellputtogether', 'piece', 'urban', 'satire']","Counter({'urban': 1, 'piece': 1, 'satire': 1, 'wellputtogether': 1})",4,4.0,0.0
3553,"Terrific performances , great to look at , and funny .",2423,4,54,"['terrific', 'performances', 'great', 'look', 'and', 'funny']","Counter({'and': 1, 'funny': 1, 'great': 1, 'look': 1, 'performances': 1, 'terrific': 1})",6,4.0,0.0
3554,"The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .",1603,3,192,"['the', 'screenplay', 'cowritten', 'director', 'imogen', 'kimmel', 'lacks', 'the', 'wit', 'necessary', 'fully', 'exploit', 'the', 'comic', 'elements', 'the', 'premise', 'making', 'the', 'proceedings', 'more', 'bizarre', 'than', 'actually', 'amusing']","Counter({'the': 5, 'screenplay': 1, 'elements': 1, 'necessary': 1, 'imogen': 1, 'wit': 1, 'fully': 1, 'comic': 1, 'actually': 1, 'proceedings': 1, 'than': 1, 'director': 1, 'exploit': 1, 'kimmel': 1, 'amusing': 1, 'premise': 1, 'making': 1, 'lacks': 1, 'cowritten': 1, 'bizarre': 1, 'more': 1})",21,3.0,0.0
3555,"Yes , I have given this movie a rating of zero .",7092,2,48,"['yes', 'have', 'given', 'this', 'movie', 'rating', 'zero']","Counter({'rating': 1, 'given': 1, 'this': 1, 'movie': 1, 'zero': 1, 'have': 1, 'yes': 1})",7,4.0,2.0
3556,Tsai may be ploughing the same furrow once too often .,100,2,54,"['tsai', 'may', 'ploughing', 'the', 'same', 'furrow', 'once', 'too', 'often']","Counter({'often': 1, 'ploughing': 1, 'may': 1, 'tsai': 1, 'same': 1, 'too': 1, 'the': 1, 'once': 1, 'furrow': 1})",9,3.0,1.0
3557,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,622,4,149,"['read', 'lips', 'viewed', 'and', 'treasured', 'for', 'its', 'extraordinary', 'intelligence', 'and', 'originality', 'well', 'its', 'lyrical', 'variations', 'the', 'game', 'love']","Counter({'and': 2, 'its': 2, 'treasured': 1, 'variations': 1, 'for': 1, 'read': 1, 'intelligence': 1, 'well': 1, 'game': 1, 'lyrical': 1, 'originality': 1, 'extraordinary': 1, 'lips': 1, 'love': 1, 'the': 1, 'viewed': 1})",16,4.0,0.0
3558,I am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray Richard Dawson .,6586,4,188,"['highly', 'amused', 'the', 'idea', 'that', 'have', 'come', 'point', 'society', 'where', 'has', 'been', 'deemed', 'important', 'enough', 'make', 'film', 'which', 'someone', 'has', 'hired', 'portray', 'richard', 'dawson']","Counter({'has': 2, 'point': 1, 'idea': 1, 'highly': 1, 'society': 1, 'have': 1, 'dawson': 1, 'film': 1, 'portray': 1, 'richard': 1, 'make': 1, 'been': 1, 'enough': 1, 'which': 1, 'deemed': 1, 'someone': 1, 'that': 1, 'hired': 1, 'come': 1, 'amused': 1, 'important': 1, 'the': 1, 'where': 1})",23,3.0,-1.0
3559,"If the movie were all comedy , it might work better .",5224,3,53,"['the', 'movie', 'were', 'all', 'comedy', 'might', 'work', 'better']","Counter({'all': 1, 'movie': 1, 'work': 1, 'better': 1, 'were': 1, 'the': 1, 'comedy': 1, 'might': 1})",8,3.0,0.0
3560,"But , no , we get another scene , and then another .",3113,2,52,"['but', 'get', 'another', 'scene', 'and', 'then', 'another']","Counter({'another': 2, 'and': 1, 'then': 1, 'get': 1, 'scene': 1, 'but': 1})",6,3.0,1.0
3561,Why ?,1879,1,5,"['why', '?']","Counter({'why': 1, '?': 1})",2,2.0,1.0
3562,Most of the film feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs .,3902,2,137,"['most', 'the', 'film', 'feels', 'conceived', 'and', 'shot', 'the', 'fly', 'like', 'between', 'lunch', 'breaks', 'for', 'shearer', 'radio', 'show', 'and', 'his', 'simpson', 'voiceovers']","Counter({'and': 2, 'the': 2, 'fly': 1, 'his': 1, 'shot': 1, 'like': 1, 'for': 1, 'lunch': 1, 'shearer': 1, 'breaks': 1, 'conceived': 1, 'most': 1, 'feels': 1, 'radio': 1, 'simpson': 1, 'between': 1, 'show': 1, 'voiceovers': 1, 'film': 1})",19,3.0,1.0
3563,Ever see one of those comedies that just seem like a bad idea from frame one ?,7961,2,78,"['ever', 'see', 'one', 'those', 'comedies', 'that', 'just', 'seem', 'like', 'bad', 'idea', 'from', 'frame', 'one', '?']","Counter({'one': 2, 'idea': 1, 'from': 1, 'like': 1, 'just': 1, 'that': 1, 'frame': 1, 'bad': 1, 'see': 1, '?': 1, 'seem': 1, 'ever': 1, 'comedies': 1, 'those': 1})",14,3.0,1.0
3564,Its rawness and vitality give it considerable punch .,6918,4,53,"['its', 'rawness', 'and', 'vitality', 'give', 'considerable', 'punch']","Counter({'and': 1, 'give': 1, 'rawness': 1, 'punch': 1, 'vitality': 1, 'its': 1, 'considerable': 1})",7,4.0,0.0
3565,Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .,1923,3,143,"['leaves', 'wondering', 'less', 'about', 'its', 'ideas', 'and', 'more', 'about', 'its', 'characterization', 'hitler', 'and', 'the', 'contrived', 'nature', 'its', 'provocative', 'conclusion']","Counter({'its': 3, 'and': 2, 'about': 2, 'contrived': 1, 'provocative': 1, 'less': 1, 'leaves': 1, 'characterization': 1, 'ideas': 1, 'wondering': 1, 'nature': 1, 'the': 1, 'conclusion': 1, 'hitler': 1, 'more': 1})",15,4.0,1.0
3566,"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",3794,3,164,"['the', 'whole', 'thing', 'feels', 'like', 'ruse', 'tactic', 'cover', 'the', 'fact', 'that', 'the', 'picture', 'constructed', 'around', 'core', 'flimsy', 'worse', 'yet', 'nonexistent', 'ideas']","Counter({'the': 3, 'picture': 1, 'core': 1, 'like': 1, 'that': 1, 'ideas': 1, 'cover': 1, 'flimsy': 1, 'around': 1, 'ruse': 1, 'thing': 1, 'feels': 1, 'worse': 1, 'nonexistent': 1, 'tactic': 1, 'whole': 1, 'yet': 1, 'fact': 1, 'constructed': 1})",19,3.0,0.0
3567,A moving story of determination and the human spirit .,8493,4,54,"['moving', 'story', 'determination', 'and', 'the', 'human', 'spirit']","Counter({'and': 1, 'story': 1, 'determination': 1, 'human': 1, 'moving': 1, 'the': 1, 'spirit': 1})",7,4.0,0.0
3568,"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .",3589,4,116,"['lot', 'fun', 'with', 'undeniable', 'energy', 'sparked', 'two', 'actresses', 'their', '50s', 'working', 'the', 'peak', 'their', 'powers']","Counter({'their': 2, 'actresses': 1, 'working': 1, 'undeniable': 1, 'energy': 1, 'sparked': 1, 'two': 1, 'peak': 1, 'lot': 1, 'fun': 1, 'the': 1, 'with': 1, '50s': 1, 'powers': 1})",14,4.0,0.0
3569,Marshall puts a suspenseful spin on standard horror flick formula .,7680,4,67,"['marshall', 'puts', 'suspenseful', 'spin', 'standard', 'horror', 'flick', 'formula']","Counter({'flick': 1, 'puts': 1, 'horror': 1, 'suspenseful': 1, 'standard': 1, 'formula': 1, 'spin': 1, 'marshall': 1})",8,4.0,0.0
3570,-LRB- Haynes ' -RRB- homage to such films as `` All That Heaven Allows '' and `` Imitation of Life '' transcends them .,8399,3,119,"['lrb', 'haynes', 'rrb', 'homage', 'such', 'films', 'all', 'that', 'heaven', 'allows', 'and', 'imitation', 'life', 'transcends', 'them']","Counter({'and': 1, 'transcends': 1, 'all': 1, 'lrb': 1, 'homage': 1, 'that': 1, 'allows': 1, 'rrb': 1, 'haynes': 1, 'heaven': 1, 'them': 1, 'imitation': 1, 'films': 1, 'such': 1, 'life': 1})",15,3.0,0.0
3571,By-the-numbers yarn .,2405,2,21,"['bythenumbers', 'yarn']","Counter({'bythenumbers': 1, 'yarn': 1})",2,0.0,-2.0
3572,contrasting the original Ringu with the current Americanized adaptation is akin to comparing The Evil Dead with Evil Dead II,5044,3,124,"['contrasting', 'the', 'original', 'ringu', 'with', 'the', 'current', 'americanized', 'adaptation', 'akin', 'comparing', 'the', 'evil', 'dead', 'with', 'evil', 'dead']","Counter({'the': 3, 'evil': 2, 'with': 2, 'dead': 2, 'contrasting': 1, 'ringu': 1, 'current': 1, 'comparing': 1, 'adaptation': 1, 'americanized': 1, 'akin': 1, 'original': 1})",12,3.0,0.0
3573,Wedding feels a bit anachronistic .,660,3,35,"['wedding', 'feels', 'bit', 'anachronistic']","Counter({'anachronistic': 1, 'feels': 1, 'bit': 1, 'wedding': 1})",4,3.0,0.0
3574,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,5991,3,114,"['occasionally', 'interesting', 'but', 'mostly', 'repetitive', 'look', 'slice', 'counterculture', 'that', 'might', 'best', 'forgotten']","Counter({'slice': 1, 'look': 1, 'mostly': 1, 'that': 1, 'interesting': 1, 'repetitive': 1, 'but': 1, 'occasionally': 1, 'forgotten': 1, 'counterculture': 1, 'best': 1, 'might': 1})",12,3.0,0.0
3575,The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,1136,3,162,"['the', 'combination', 'lightness', 'and', 'strictness', 'this', 'instance', 'gives', 'italian', 'for', 'beginners', 'amiable', 'aimlessness', 'that', 'keeps', 'from', 'seeming', 'predictably', 'formulaic']","Counter({'and': 1, 'from': 1, 'predictably': 1, 'strictness': 1, 'for': 1, 'combination': 1, 'that': 1, 'this': 1, 'beginners': 1, 'instance': 1, 'formulaic': 1, 'seeming': 1, 'aimlessness': 1, 'keeps': 1, 'amiable': 1, 'the': 1, 'italian': 1, 'lightness': 1, 'gives': 1})",19,3.0,0.0
3576,A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,8018,4,115,"['fascinating', 'documentary', 'about', 'the', 'long', 'and', 'eventful', 'spiritual', 'journey', 'the', 'guru', 'who', 'helped', 'launch', 'the', 'new', 'age']","Counter({'the': 3, 'and': 1, 'about': 1, 'fascinating': 1, 'guru': 1, 'age': 1, 'who': 1, 'spiritual': 1, 'long': 1, 'launch': 1, 'helped': 1, 'journey': 1, 'new': 1, 'eventful': 1, 'documentary': 1})",15,3.0,-1.0
3577,A weird and wonderful comedy .,4515,4,30,"['weird', 'and', 'wonderful', 'comedy']","Counter({'and': 1, 'weird': 1, 'wonderful': 1, 'comedy': 1})",4,4.0,0.0
3578,A gem of a movie .,5882,4,18,"['gem', 'movie']","Counter({'movie': 1, 'gem': 1})",2,4.0,0.0
3579,"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",39,3,131,"['judge', 'this', 'one', 'too', 'soon', 'dark', 'gritty', 'story', 'but', 'takes', 'off', 'totally', 'unexpected', 'directions', 'and', 'keeps', 'going']","Counter({'and': 1, 'going': 1, 'story': 1, 'gritty': 1, 'off': 1, 'takes': 1, 'this': 1, 'soon': 1, 'but': 1, 'one': 1, 'dark': 1, 'directions': 1, 'unexpected': 1, 'too': 1, 'keeps': 1, 'judge': 1, 'totally': 1})",17,3.0,0.0
