,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
5755,A major waste ... generic .,5019,0,27,"['major', 'waste', 'generic']","Counter({'generic': 1, 'major': 1, 'waste': 1})",3,1,2.0,2.0
5756,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? '',1431,3,177,"['sour', 'little', 'movie', 'its', 'core', 'exploration', 'the', 'emptiness', 'that', 'underlay', 'the', 'relentless', 'gaiety', 'the', '1920', 'the', 'film', 'ending', 'has', 'what', 'was', 'all', 'for', '?']","Counter({'the': 4, 'was': 1, 'core': 1, 'little': 1, 'has': 1, 'for': 1, 'that': 1, 'ending': 1, 'movie': 1, 'what': 1, 'relentless': 1, '1920': 1, 'gaiety': 1, 'sour': 1, 'exploration': 1, '?': 1, 'all': 1, 'emptiness': 1, 'underlay': 1, 'its': 1, 'film': 1})",21,0,3.0,0.0
5757,Hoffman 's performance is authentic to the core of his being .,5687,4,62,"['hoffman', 'performance', 'authentic', 'the', 'core', 'his', 'being']","Counter({'core': 1, 'his': 1, 'being': 1, 'hoffman': 1, 'performance': 1, 'the': 1, 'authentic': 1})",7,1,4.0,0.0
5758,"But once the falcon arrives in the skies above Manhattan , the adventure is on red alert .",1044,3,90,"['but', 'once', 'the', 'falcon', 'arrives', 'the', 'skies', 'above', 'manhattan', 'the', 'adventure', 'red', 'alert']","Counter({'the': 3, 'arrives': 1, 'but': 1, 'alert': 1, 'red': 1, 'adventure': 1, 'above': 1, 'falcon': 1, 'manhattan': 1, 'skies': 1, 'once': 1})",11,0,4.0,1.0
5759,"Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .",1204,4,170,"['watching', 'now', 'era', 'dominated', 'cold', 'loud', 'specialeffectsladen', 'extravaganzas', 'one', 'struck', 'less', 'its', 'lavish', 'grandeur', 'than', 'its', 'intimacy', 'and', 'precision']","Counter({'its': 2, 'lavish': 1, 'and': 1, 'specialeffectsladen': 1, 'watching': 1, 'extravaganzas': 1, 'than': 1, 'less': 1, 'precision': 1, 'intimacy': 1, 'one': 1, 'dominated': 1, 'era': 1, 'cold': 1, 'now': 1, 'loud': 1, 'struck': 1, 'grandeur': 1})",18,0,3.0,-1.0
5760,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .",2535,4,149,"['synthetic', 'the', 'best', 'description', 'this', 'wellmeaning', 'beautifully', 'produced', 'film', 'that', 'sacrifices', 'its', 'promise', 'for', 'highpowered', 'star', 'pedigree']","Counter({'synthetic': 1, 'sacrifices': 1, 'star': 1, 'description': 1, 'wellmeaning': 1, 'that': 1, 'this': 1, 'for': 1, 'produced': 1, 'promise': 1, 'film': 1, 'beautifully': 1, 'pedigree': 1, 'the': 1, 'its': 1, 'best': 1, 'highpowered': 1})",17,1,4.0,0.0
5761,But what 's nice is that there 's a casual intelligence that permeates the script .,1667,4,83,"['but', 'what', 'nice', 'that', 'there', 'casual', 'intelligence', 'that', 'permeates', 'the', 'script']","Counter({'that': 2, 'permeates': 1, 'what': 1, 'intelligence': 1, 'there': 1, 'but': 1, 'script': 1, 'the': 1, 'casual': 1, 'nice': 1})",10,0,3.0,-1.0
5762,"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",7033,3,187,"['feels', 'like', 'the', 'work', 'someone', 'who', 'may', 'indeed', 'have', 'finally', 'aged', 'past', 'his', 'prime', 'and', 'perhaps', 'more', 'than', 'realizes', 'just', 'wants', 'liked', 'the', 'people', 'who', 'can', 'still', 'give', 'him', 'work']","Counter({'who': 2, 'work': 2, 'the': 2, 'and': 1, 'liked': 1, 'just': 1, 'people': 1, 'indeed': 1, 'past': 1, 'someone': 1, 'have': 1, 'aged': 1, 'still': 1, 'perhaps': 1, 'give': 1, 'him': 1, 'finally': 1, 'more': 1, 'wants': 1, 'his': 1, 'may': 1, 'feels': 1, 'than': 1, 'prime': 1, 'like': 1, 'can': 1, 'realizes': 1})",27,0,3.0,0.0
5763,Whether Quitting will prove absorbing to American audiences is debatable .,2804,4,74,"['whether', 'quitting', 'will', 'prove', 'absorbing', 'american', 'audiences', 'debatable']","Counter({'prove': 1, 'whether': 1, 'will': 1, 'absorbing': 1, 'american': 1, 'audiences': 1, 'quitting': 1, 'debatable': 1})",8,1,3.0,-1.0
5764,The jokes are telegraphed so far in advance they must have been lost in the mail .,1713,2,82,"['the', 'jokes', 'are', 'telegraphed', 'far', 'advance', 'they', 'must', 'have', 'been', 'lost', 'the', 'mail']","Counter({'the': 2, 'advance': 1, 'have': 1, 'lost': 1, 'far': 1, 'been': 1, 'jokes': 1, 'are': 1, 'they': 1, 'mail': 1, 'telegraphed': 1, 'must': 1})",12,0,3.0,1.0
5765,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",8513,4,141,"['gracious', 'eloquent', 'film', 'that', 'its', 'end', 'offers', 'ray', 'hope', 'the', 'refugees', 'able', 'look', 'ahead', 'and', 'resist', 'living', 'past', 'forever', 'lost']","Counter({'and': 1, 'living': 1, 'forever': 1, 'end': 1, 'look': 1, 'ahead': 1, 'that': 1, 'past': 1, 'eloquent': 1, 'able': 1, 'lost': 1, 'resist': 1, 'offers': 1, 'hope': 1, 'the': 1, 'ray': 1, 'refugees': 1, 'its': 1, 'film': 1, 'gracious': 1})",20,1,4.0,0.0
5766,The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',7759,3,154,"['the', 'whole', 'mess', 'boils', 'down', 'transparently', 'hypocritical', 'work', 'that', 'feels', 'though', 'trying', 'set', 'the', 'women', 'liberation', 'movement', 'back', 'years']","Counter({'the': 2, 'set': 1, 'years': 1, 'that': 1, 'mess': 1, 'hypocritical': 1, 'work': 1, 'movement': 1, 'back': 1, 'down': 1, 'liberation': 1, 'feels': 1, 'though': 1, 'boils': 1, 'trying': 1, 'whole': 1, 'transparently': 1, 'women': 1})",18,0,3.0,0.0
5767,"From beginning to end , this overheated melodrama plays like a student film .",2897,3,77,"['from', 'beginning', 'end', 'this', 'overheated', 'melodrama', 'plays', 'like', 'student', 'film']","Counter({'plays': 1, 'end': 1, 'like': 1, 'this': 1, 'melodrama': 1, 'overheated': 1, 'student': 1, 'from': 1, 'beginning': 1, 'film': 1})",10,1,3.0,0.0
5768,`` Red Dragon '' is entertaining .,1447,4,34,"['red', 'dragon', 'entertaining']","Counter({'entertaining': 1, 'red': 1, 'dragon': 1})",3,1,4.0,0.0
5769,"Not as good as The Full Monty , but a really strong second effort .",7757,4,67,"['not', 'good', 'the', 'full', 'monty', 'but', 'really', 'strong', 'second', 'effort']","Counter({'good': 1, 'but': 1, 'second': 1, 'full': 1, 'not': 1, 'the': 1, 'strong': 1, 'effort': 1, 'monty': 1, 'really': 1})",10,1,4.0,0.0
5770,Plummer steals the show without resorting to camp as Nicholas ' wounded and wounding Uncle Ralph .,3893,3,98,"['plummer', 'steals', 'the', 'show', 'without', 'resorting', 'camp', 'nicholas', 'wounded', 'and', 'wounding', 'uncle', 'ralph']","Counter({'and': 1, 'plummer': 1, 'show': 1, 'wounding': 1, 'camp': 1, 'ralph': 1, 'resorting': 1, 'without': 1, 'uncle': 1, 'wounded': 1, 'the': 1, 'nicholas': 1, 'steals': 1})",13,1,4.0,1.0
5771,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",1891,3,125,"['the', 'audacity', 'view', 'one', 'shakespeare', 'better', 'known', 'tragedies', 'dark', 'comedy', 'itself', 'deserving', 'discussion']","Counter({'dark': 1, 'discussion': 1, 'tragedies': 1, 'one': 1, 'better': 1, 'audacity': 1, 'itself': 1, 'shakespeare': 1, 'deserving': 1, 'known': 1, 'the': 1, 'comedy': 1, 'view': 1})",13,1,4.0,1.0
5772,"The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .",1059,4,250,"['the', 'new', 'insomnia', 'surprisingly', 'faithful', 'remake', 'its', 'chilly', 'predecessor', 'and', 'when', 'does', 'elect', 'head', 'off', 'its', 'own', 'direction', 'employs', 'changes', 'that', 'fit', 'well', 'rather', 'than', 'ones', 'that', 'were', 'imposed', 'for', 'the', 'sake', 'commercial', 'sensibilities']","Counter({'its': 2, 'that': 2, 'the': 2, 'and': 1, 'own': 1, 'elect': 1, 'sensibilities': 1, 'surprisingly': 1, 'employs': 1, 'faithful': 1, 'fit': 1, 'rather': 1, 'when': 1, 'does': 1, 'new': 1, 'predecessor': 1, 'head': 1, 'commercial': 1, 'were': 1, 'insomnia': 1, 'ones': 1, 'imposed': 1, 'than': 1, 'off': 1, 'for': 1, 'well': 1, 'chilly': 1, 'remake': 1, 'direction': 1, 'changes': 1, 'sake': 1})",31,0,3.0,-1.0
5773,"S1M0NE 's satire is not subtle , but it is effective .",2512,3,54,"['s1m0ne', 'satire', 'not', 'subtle', 'but', 'effective']","Counter({'effective': 1, 's1m0ne': 1, 'satire': 1, 'but': 1, 'not': 1, 'subtle': 1})",6,1,3.0,0.0
5774,a wonderfully warm human drama that remains vividly in memory long after viewing,2916,4,80,"['wonderfully', 'warm', 'human', 'drama', 'that', 'remains', 'vividly', 'memory', 'long', 'after', 'viewing']","Counter({'that': 1, 'remains': 1, 'after': 1, 'long': 1, 'drama': 1, 'viewing': 1, 'warm': 1, 'wonderfully': 1, 'human': 1, 'memory': 1, 'vividly': 1})",11,1,4.0,0.0
5775,"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .",5068,4,167,"['weird', 'little', 'movie', 'that', 'amusing', 'enough', 'while', 'you', 'watch', 'offering', 'fine', 'acting', 'moments', 'and', 'pungent', 'insights', 'into', 'modern', 'showbiz', 'and', 'media', 'subcultures']","Counter({'and': 2, 'media': 1, 'little': 1, 'showbiz': 1, 'offering': 1, 'that': 1, 'moments': 1, 'movie': 1, 'into': 1, 'modern': 1, 'watch': 1, 'while': 1, 'subcultures': 1, 'enough': 1, 'amusing': 1, 'acting': 1, 'pungent': 1, 'weird': 1, 'fine': 1, 'you': 1, 'insights': 1})",21,0,3.0,-1.0
5776,Collapses under its own meager weight .,6559,1,39,"['collapses', 'under', 'its', 'own', 'meager', 'weight']","Counter({'own': 1, 'weight': 1, 'meager': 1, 'collapses': 1, 'under': 1, 'its': 1})",6,1,3.0,2.0
5777,"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .",8176,3,122,"['you', 'forget', 'about', 'monday', 'though', 'and', 'they', 'old', 'enough', 'have', 'developed', 'some', 'taste', 'will', 'your', 'kids']","Counter({'and': 1, 'about': 1, 'kids': 1, 'old': 1, 'forget': 1, 'monday': 1, 'though': 1, 'have': 1, 'developed': 1, 'some': 1, 'will': 1, 'taste': 1, 'enough': 1, 'they': 1, 'you': 1, 'your': 1})",16,1,3.0,0.0
5778,"A moving , if uneven , success .",7729,3,32,"['moving', 'uneven', 'success']","Counter({'uneven': 1, 'moving': 1, 'success': 1})",3,1,4.0,1.0
5779,"A preposterous , prurient whodunit .",3936,2,36,"['preposterous', 'prurient', 'whodunit']","Counter({'prurient': 1, 'whodunit': 1, 'preposterous': 1})",3,1,2.0,0.0
5780,"Provides a porthole into that noble , trembling incoherence that defines us all .",5453,3,81,"['provides', 'porthole', 'into', 'that', 'noble', 'trembling', 'incoherence', 'that', 'defines', 'all']","Counter({'that': 2, 'noble': 1, 'all': 1, 'incoherence': 1, 'into': 1, 'trembling': 1, 'provides': 1, 'porthole': 1, 'defines': 1})",9,0,4.0,1.0
5781,"After a while , the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .",8383,3,200,"['after', 'while', 'the', 'only', 'way', 'for', 'reasonably', 'intelligent', 'person', 'get', 'through', 'the', 'country', 'bears', 'ponder', 'how', 'whole', 'segment', 'popmusic', 'history', 'has', 'been', 'allowed', 'get', 'wet', 'fuzzy', 'and', 'sticky']","Counter({'get': 2, 'the': 2, 'and': 1, 'sticky': 1, 'through': 1, 'popmusic': 1, 'allowed': 1, 'ponder': 1, 'for': 1, 'bears': 1, 'been': 1, 'how': 1, 'only': 1, 'way': 1, 'wet': 1, 'has': 1, 'intelligent': 1, 'after': 1, 'fuzzy': 1, 'segment': 1, 'country': 1, 'reasonably': 1, 'person': 1, 'while': 1, 'whole': 1, 'history': 1})",26,0,3.0,0.0
5782,"But then again , I hate myself most mornings .",7593,3,46,"['but', 'then', 'again', 'hate', 'myself', 'most', 'mornings']","Counter({'then': 1, 'myself': 1, 'mornings': 1, 'again': 1, 'but': 1, 'most': 1, 'hate': 1})",7,1,3.0,0.0
5783,This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,5028,2,228,"['this', 'picture', 'mostly', 'lump', 'runofthemill', 'profanity', 'sprinkled', 'with', 'few', 'remarks', 'geared', 'toward', 'engendering', 'audience', 'sympathy', 'that', 'you', 'might', 'think', 'was', 'running', 'for', 'office', 'trying', 'win', 'over', 'probation', 'officer']","Counter({'office': 1, 'win': 1, 'over': 1, 'runofthemill': 1, 'sympathy': 1, 'probation': 1, 'might': 1, 'for': 1, 'few': 1, 'sprinkled': 1, 'you': 1, 'was': 1, 'picture': 1, 'mostly': 1, 'that': 1, 'lump': 1, 'geared': 1, 'running': 1, 'remarks': 1, 'engendering': 1, 'trying': 1, 'with': 1, 'this': 1, 'profanity': 1, 'audience': 1, 'officer': 1, 'toward': 1, 'think': 1})",28,1,3.0,1.0
5784,One-of-a-kind near-masterpiece .,7049,4,32,"['oneofakind', 'nearmasterpiece']","Counter({'oneofakind': 1, 'nearmasterpiece': 1})",2,1,0.0,-4.0
5785,"But the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .",1409,3,117,"['but', 'the', '2002', 'film', 'does', 'really', 'believe', 'and', 'breaks', 'the', 'mood', 'with', 'absurdly', 'inappropriate', 'comedy', 'scenes']","Counter({'the': 2, 'and': 1, 'comedy': 1, 'mood': 1, 'inappropriate': 1, 'breaks': 1, 'scenes': 1, 'but': 1, '2002': 1, 'does': 1, 'absurdly': 1, 'believe': 1, 'with': 1, 'film': 1, 'really': 1})",15,0,4.0,1.0
5786,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,2517,3,110,"['the', 'limited', 'sets', 'and', 'small', 'confined', 'and', 'dark', 'spaces', 'also', 'are', 'homages', 'classic', 'lowbudget', 'film', 'noir', 'movie']","Counter({'and': 2, 'limited': 1, 'noir': 1, 'also': 1, 'lowbudget': 1, 'movie': 1, 'homages': 1, 'dark': 1, 'confined': 1, 'spaces': 1, 'classic': 1, 'are': 1, 'sets': 1, 'small': 1, 'the': 1, 'film': 1})",16,0,4.0,1.0
5787,Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,2530,3,99,"['jonathan', 'parker', 'bartleby', 'should', 'have', 'been', 'the', 'beallendall', 'the', 'modernoffice', 'anomie', 'films']","Counter({'the': 2, 'anomie': 1, 'parker': 1, 'beallendall': 1, 'been': 1, 'should': 1, 'modernoffice': 1, 'have': 1, 'films': 1, 'jonathan': 1, 'bartleby': 1})",11,0,3.0,0.0
5788,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .",6847,3,222,"['the', 'characters', 'are', 'generic', 'and', 'the', 'plot', 'bland', 'that', 'even', 'rogue', 'cia', 'assassins', 'working', 'for', 'chris', 'cooper', 'agency', 'boss', 'close', 'the', 'resourceful', 'amnesiac', 'feel', 'much', 'for', 'damonbourne', 'his', 'predicament']","Counter({'the': 3, 'for': 2, 'and': 1, 'feel': 1, 'are': 1, 'bland': 1, 'close': 1, 'resourceful': 1, 'even': 1, 'plot': 1, 'cooper': 1, 'damonbourne': 1, 'generic': 1, 'agency': 1, 'much': 1, 'his': 1, 'that': 1, 'boss': 1, 'rogue': 1, 'characters': 1, 'chris': 1, 'predicament': 1, 'cia': 1, 'assassins': 1, 'working': 1, 'amnesiac': 1})",26,0,3.0,0.0
5789,The film favors the scientific over the spectacular -LRB- visually speaking -RRB- .,6233,3,83,"['the', 'film', 'favors', 'the', 'scientific', 'over', 'the', 'spectacular', 'lrb', 'visually', 'speaking', 'rrb']","Counter({'the': 3, 'visually': 1, 'lrb': 1, 'scientific': 1, 'spectacular': 1, 'favors': 1, 'over': 1, 'rrb': 1, 'speaking': 1, 'film': 1})",10,0,3.0,0.0
5790,-LRB- Moore 's -RRB- better at fingering problems than finding solutions .,2961,2,74,"['lrb', 'moore', 'rrb', 'better', 'fingering', 'problems', 'than', 'finding', 'solutions']","Counter({'lrb': 1, 'moore': 1, 'problems': 1, 'rrb': 1, 'better': 1, 'fingering': 1, 'solutions': 1, 'finding': 1, 'than': 1})",9,1,4.0,2.0
5791,Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .,962,3,149,"['horrid', 'little', 'propaganda', 'film', 'with', 'fascinating', 'connections', 'not', 'only', 'the', 'serbs', 'themselves', 'but', 'also', 'network', 'american', 'rightwing', 'extremists']","Counter({'extremists': 1, 'little': 1, 'rightwing': 1, 'horrid': 1, 'fascinating': 1, 'serbs': 1, 'american': 1, 'but': 1, 'connections': 1, 'also': 1, 'only': 1, 'not': 1, 'the': 1, 'themselves': 1, 'with': 1, 'propaganda': 1, 'film': 1, 'network': 1})",18,1,3.0,0.0
5792,By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,7101,4,127,"['the', 'final', 'whistle', 'you', 'convinced', 'that', 'this', 'mean', 'machine', 'was', 'decent', 'outing', 'that', 'just', 'does', 'have', 'big', 'screen', 'magic']","Counter({'that': 2, 'magic': 1, 'just': 1, 'this': 1, 'was': 1, 'outing': 1, 'you': 1, 'machine': 1, 'whistle': 1, 'does': 1, 'big': 1, 'have': 1, 'decent': 1, 'screen': 1, 'the': 1, 'convinced': 1, 'final': 1, 'mean': 1})",18,0,3.0,-1.0
5793,"Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .",8073,3,157,"['although', 'melodramatic', 'and', 'predictable', 'this', 'romantic', 'comedy', 'explores', 'the', 'friendship', 'between', 'five', 'filipinoamericans', 'and', 'their', 'frantic', 'efforts', 'find', 'love']","Counter({'and': 2, 'explores': 1, 'romantic': 1, 'love': 1, 'this': 1, 'frantic': 1, 'filipinoamericans': 1, 'find': 1, 'their': 1, 'melodramatic': 1, 'predictable': 1, 'although': 1, 'between': 1, 'five': 1, 'the': 1, 'comedy': 1, 'friendship': 1, 'efforts': 1})",18,0,3.0,0.0
5794,Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,2783,3,117,"['koepp', 'screenplay', 'nearly', 'surprising', 'clever', 'enough', 'sustain', 'reasonable', 'degree', 'suspense', 'its', 'own']","Counter({'screenplay': 1, 'koepp': 1, 'clever': 1, 'degree': 1, 'surprising': 1, 'enough': 1, 'own': 1, 'sustain': 1, 'nearly': 1, 'reasonable': 1, 'suspense': 1, 'its': 1})",12,1,3.0,0.0
5795,"-LRB- While The Last Metro -RRB- was more melodramatic , confined to a single theater company and its strategies and deceptions , while Tavernier is more concerned with the entire period of history .",2928,3,199,"['lrb', 'while', 'the', 'last', 'metro', 'rrb', 'was', 'more', 'melodramatic', 'confined', 'single', 'theater', 'company', 'and', 'its', 'strategies', 'and', 'deceptions', 'while', 'tavernier', 'more', 'concerned', 'with', 'the', 'entire', 'period', 'history']","Counter({'and': 2, 'while': 2, 'more': 2, 'the': 2, 'rrb': 1, 'single': 1, 'its': 1, 'tavernier': 1, 'concerned': 1, 'was': 1, 'deceptions': 1, 'lrb': 1, 'company': 1, 'period': 1, 'confined': 1, 'theater': 1, 'with': 1, 'entire': 1, 'last': 1, 'metro': 1, 'melodramatic': 1, 'strategies': 1, 'history': 1})",23,0,3.0,0.0
5796,What 's missing is what we call the ` wow ' factor .,6114,3,52,"['what', 'missing', 'what', 'call', 'the', 'wow', 'factor']","Counter({'what': 2, 'missing': 1, 'wow': 1, 'call': 1, 'factor': 1, 'the': 1})",6,0,3.0,0.0
5797,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',7539,3,117,"['anyone', 'who', 'gets', 'chills', 'from', 'movies', 'with', 'giant', 'plot', 'holes', 'will', 'find', 'plenty', 'shake', 'and', 'shiver', 'about', 'the', 'ring']","Counter({'and': 1, 'plot': 1, 'giant': 1, 'chills': 1, 'from': 1, 'ring': 1, 'who': 1, 'holes': 1, 'about': 1, 'anyone': 1, 'movies': 1, 'shiver': 1, 'will': 1, 'plenty': 1, 'shake': 1, 'the': 1, 'gets': 1, 'with': 1, 'find': 1})",19,1,3.0,0.0
5798,"Offers big , fat , dumb laughs that may make you hate yourself for giving in .",1996,3,78,"['offers', 'big', 'fat', 'dumb', 'laughs', 'that', 'may', 'make', 'you', 'hate', 'yourself', 'for', 'giving']","Counter({'for': 1, 'that': 1, 'may': 1, 'big': 1, 'make': 1, 'laughs': 1, 'fat': 1, 'yourself': 1, 'giving': 1, 'offers': 1, 'dumb': 1, 'you': 1, 'hate': 1})",13,1,3.0,0.0
5799,"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",4893,4,112,"['melds', 'derivative', 'elements', 'into', 'something', 'that', 'often', 'quite', 'rich', 'and', 'exciting', 'and', 'always', 'beauty', 'behold']","Counter({'and': 2, 'elements': 1, 'often': 1, 'beauty': 1, 'that': 1, 'always': 1, 'into': 1, 'quite': 1, 'something': 1, 'rich': 1, 'melds': 1, 'derivative': 1, 'behold': 1, 'exciting': 1})",14,0,4.0,0.0
5800,"Amidst the action , the script carries Arnold -LRB- and the viewers -RRB- into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''",5199,3,190,"['amidst', 'the', 'action', 'the', 'script', 'carries', 'arnold', 'lrb', 'and', 'the', 'viewers', 'rrb', 'into', 'the', 'forbidden', 'zone', 'sympathizing', 'with', 'terrorist', 'motivations', 'presenting', 'the', 'other', 'side', 'the', 'story']","Counter({'the': 6, 'and': 1, 'motivations': 1, 'story': 1, 'lrb': 1, 'zone': 1, 'script': 1, 'into': 1, 'rrb': 1, 'arnold': 1, 'side': 1, 'other': 1, 'carries': 1, 'terrorist': 1, 'amidst': 1, 'action': 1, 'sympathizing': 1, 'with': 1, 'forbidden': 1, 'viewers': 1, 'presenting': 1})",21,0,4.0,1.0
5801,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .,5544,3,103,"['the', 'hypnotic', 'imagery', 'and', 'fragmentary', 'tale', 'explore', 'the', 'connections', 'between', 'place', 'and', 'personal', 'identity']","Counter({'and': 2, 'the': 2, 'fragmentary': 1, 'imagery': 1, 'personal': 1, 'connections': 1, 'hypnotic': 1, 'tale': 1, 'explore': 1, 'place': 1, 'between': 1, 'identity': 1})",12,0,3.0,0.0
5802,Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .,2559,4,197,"['jacquot', 'strategy', 'allows', 'his', 'cast', 'the', 'benefit', 'being', 'able', 'give', 'full', 'performances', 'while', 'demonstrating', 'vividly', 'that', 'the', 'beauty', 'and', 'power', 'the', 'opera', 'reside', 'primarily', 'the', 'music', 'itself']","Counter({'the': 4, 'and': 1, 'reside': 1, 'give': 1, 'being': 1, 'jacquot': 1, 'full': 1, 'primarily': 1, 'beauty': 1, 'able': 1, 'benefit': 1, 'strategy': 1, 'music': 1, 'his': 1, 'power': 1, 'that': 1, 'demonstrating': 1, 'vividly': 1, 'opera': 1, 'performances': 1, 'allows': 1, 'cast': 1, 'while': 1, 'itself': 1})",24,0,4.0,0.0
5803,An hour and a half of joyful solo performance .,623,4,47,"['hour', 'and', 'half', 'joyful', 'solo', 'performance']","Counter({'and': 1, 'solo': 1, 'hour': 1, 'half': 1, 'performance': 1, 'joyful': 1})",6,1,4.0,0.0
5804,Suffice to say its total promise is left slightly unfulfilled .,2022,3,63,"['suffice', 'say', 'its', 'total', 'promise', 'left', 'slightly', 'unfulfilled']","Counter({'unfulfilled': 1, 'suffice': 1, 'say': 1, 'promise': 1, 'total': 1, 'slightly': 1, 'its': 1, 'left': 1})",8,1,3.0,0.0
5805,That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .,4505,4,103,"['that', 'old', 'adage', 'about', 'women', 'being', 'unknowable', 'gets', 'exhilarating', 'new', 'interpretation', 'morvern', 'callar']","Counter({'about': 1, 'old': 1, 'morvern': 1, 'that': 1, 'being': 1, 'callar': 1, 'unknowable': 1, 'interpretation': 1, 'adage': 1, 'exhilarating': 1, 'new': 1, 'gets': 1, 'women': 1})",13,1,4.0,0.0
5806,"Carrying off a spot-on Scottish burr , Duvall -LRB- also a producer -RRB- peels layers from this character that may well not have existed on paper .",886,4,148,"['carrying', 'off', 'spoton', 'scottish', 'burr', 'duvall', 'lrb', 'also', 'producer', 'rrb', 'peels', 'layers', 'from', 'this', 'character', 'that', 'may', 'well', 'not', 'have', 'existed', 'paper']","Counter({'producer': 1, 'spoton': 1, 'paper': 1, 'have': 1, 'scottish': 1, 'layers': 1, 'existed': 1, 'from': 1, 'character': 1, 'peels': 1, 'also': 1, 'lrb': 1, 'that': 1, 'may': 1, 'rrb': 1, 'carrying': 1, 'burr': 1, 'not': 1, 'duvall': 1, 'off': 1, 'this': 1, 'well': 1})",22,1,3.0,-1.0
5807,"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",1611,4,210,"['hugely', 'entertaining', 'from', 'start', 'finish', 'featuring', 'fall', 'from', 'grace', 'that', 'still', 'leaves', 'shockwaves', 'will', 'gratify', 'anyone', 'who', 'has', 'ever', 'suspected', 'hollywood', 'being', 'overrun', 'corrupt', 'and', 'hedonistic', 'weasels']","Counter({'from': 2, 'and': 1, 'being': 1, 'weasels': 1, 'corrupt': 1, 'still': 1, 'hedonistic': 1, 'anyone': 1, 'start': 1, 'featuring': 1, 'hollywood': 1, 'has': 1, 'ever': 1, 'gratify': 1, 'finish': 1, 'that': 1, 'who': 1, 'shockwaves': 1, 'fall': 1, 'suspected': 1, 'grace': 1, 'overrun': 1, 'leaves': 1, 'will': 1, 'hugely': 1, 'entertaining': 1})",26,0,4.0,0.0
5808,"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",2479,4,99,"['victor', 'rosa', 'leguizamo', 'best', 'movie', 'work', 'far', 'subtle', 'and', 'richly', 'internalized', 'performance']","Counter({'and': 1, 'internalized': 1, 'far': 1, 'movie': 1, 'work': 1, 'rosa': 1, 'leguizamo': 1, 'richly': 1, 'performance': 1, 'subtle': 1, 'best': 1, 'victor': 1})",12,1,4.0,0.0
5809,"Nothing happens , and it happens to flat characters .",3289,2,53,"['nothing', 'happens', 'and', 'happens', 'flat', 'characters']","Counter({'happens': 2, 'nothing': 1, 'and': 1, 'characters': 1, 'flat': 1})",5,0,2.0,0.0
5810,"While not quite `` Shrek '' or `` Monsters , Inc. '' , it 's not too bad .",6899,3,74,"['while', 'not', 'quite', 'shrek', 'monsters', 'inc', 'not', 'too', 'bad']","Counter({'not': 2, 'bad': 1, 'quite': 1, 'while': 1, 'too': 1, 'shrek': 1, 'monsters': 1, 'inc': 1})",8,0,3.0,0.0
